id,sala,edificio,codigo,detalle,serial,inventario,estado,cantidad,observaciones
175,IoT,FabLab,IOT-04,Bateria de lipo MARCA ZIPPY,NULL,NULL,NULL,0,SIN ROTULO INVENTARIO
176,IoT,FabLab,IOT-05,BaterÃ­as  DJI MODELO 423496,NULL,NULL,NULL,2,SIN ROTULO INVENTARIO
177,IoT,FabLab,IOT-06,BisturÃ­,NULL,NULL,NULL,0,SIN ROTULO INVENTARIO
178,IoT,FabLab,IOT-07,Brazo con lupa,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
179,IoT,FabLab,IOT-08,Cable arduino,NULL,NULL,NULL,1,SIN ROTULO DE INVENTARIO
180,IoT,FabLab,IOT-09,Cargador DJI NEGRO,MP 1608EI063774,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
181,IoT,FabLab,IOT-10,Corta frio marca PRO,NULL,NULL,NULL,0,SIN ROTULO DE INVENTARIO
182,IoT,FabLab,IOT-11,Desoldadores  PROSKIT,NULL,NULL,NULL,0,SIN ROTULO DE INVENTARIO
183,IoT,FabLab,IOT-12,Destornillador de estria,NULL,NULL,NULL,0,SIN ROTULO DE INVENTARIO
184,IoT,FabLab,IOT-13,Destornillador de pala,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
185,IoT,FabLab,IOT-14,Destornillador miniestria,NULL,NULL,NULL,0,SIN ROTULO DE INVENTARIO
186,IoT,FabLab,IOT-15,Destornillador mini pala,NULL,NULL,NULL,1,SIN ROTULO DE INVENTARIO
187,IoT,FabLab,IOT-16,EstaciÃ³n de soldadura,TS-228,166001 236 002 00,BUEN ESTADO,1,NULL
188,IoT,FabLab,IOT-17,Estacion metereologica  (ARMADA),NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
189,IoT,FabLab,IOT-18,Estanteria metalica de 7 niveles,NULL,NULL,BUEN ESTADO,6,SIN ROTULO DE INVENTARIO
190,IoT,FabLab,IOT-19,Estanteria metalica de vidrio  2 M X 0.98 M,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
191,IoT,FabLab,IOT-20,Fuente de poder DC Power supply,C21 1405 129,166001 635 004 00,BUEN ESTADO,1,NULL
192,IoT,FabLab,IOT-21,Impresion 3D ventilador azul,NULL,NULL,NULL,1,Sin rotulo de inventario
193,IoT,FabLab,IOT-22,Juego de motor con llanta,NULL,NULL,NULL,0,Sin rotulo de inventario
194,IoT,FabLab,IOT-23,Kit armable tetris,NULL,NULL,NULL,0,Sin rotulo de inventario
195,IoT,FabLab,IOT-24,Kit robotica armado,NULL,NULL,NULL,0,Sin rotulo de inventario
196,IoT,FabLab,IOT-25,Lapiz cautin   y soporte wacon,NULL,NULL,NULL,1,Sin rotulo de inventario
197,IoT,FabLab,IOT-26,Llave ajustable,NULL,NULL,NULL,0,Sin rotulo de inventario
198,IoT,FabLab,IOT-29,Mesa de area de trabajo  2.40 X 60,NULL,NULL,NULL,1,Sin rotulo de inventario
199,IoT,FabLab,IOT-30,Modulo estaciÃ³n metereologica con cable negro,NULL,NULL,NULL,0,Sin rotulo de inventario
200,IoT,FabLab,IOT-31,Monitor  DELL P2419H,CN-0G8TVH-QDC00-0CR-5NZB-A16,NULL,BUEN ESTADO,1,Sin rotulo de inventario
201,IoT,FabLab,IOT-32,Mouse  DELL MS116 NEGRO,CN-0DMY3P-CH400-0CH-0D48-A01,167002 101 4674 03,BUEN ESTADO,1,NULL
202,IoT,FabLab,IOT-33,Multimetro,NULL,NULL,NULL,0,NULL
203,IoT,FabLab,IOT-34,PC DELL VOSTRO CPU SERVICE TAG JDLWRB3,JDLWRB3,NULL,BUEN ESTADO,1,Sin rotulo de inventario
204,IoT,FabLab,IOT-35,Pelacables,NULL,NULL,NULL,0,Sin rotulo de inventario
205,IoT,FabLab,IOT-36,Pinza de corte diagonal,NULL,NULL,NULL,1,Sin rotulo de inventario
206,IoT,FabLab,IOT-37,Pinza punta de acero grande,NULL,NULL,NULL,0,Sin rotulo de inventario
207,IoT,FabLab,IOT-38,Pinza punta de acero pequeÃ±a,NULL,NULL,NULL,0,Sin rotulo de inventario
208,IoT,FabLab,IOT-39,Placa con modelo de acelerador,NULL,NULL,NULL,1,Sin rotulo de inventario
209,IoT,FabLab,IOT-40,Ponchadora REDLINE,INSUL CRIMPER 10-22,NULL,NULL,1,Sin rotulo de inventario
210,IoT,FabLab,IOT-41,Proyecto de arduino con accesorios,NULL,NULL,NULL,1,Sin rotulo de inventario
211,IoT,FabLab,IOT-44,Soldadura de rollo,NULL,NULL,NULL,NULL,Sin rotulo de inventario
212,IoT,FabLab,IOT-45,Tablero 2.39 X 1.19 M,NULL,NULL,NULL,2,Sin rotulo de inventario
213,IoT,FabLab,IOT-46,Tablet WACOM,6HAH001505,NULL,NULL,0,Sin rotulo de inventario
214,IoT,FabLab,IOT-47,Teclado DELL KB216T,CN-0F2JV2-L0300-11F-0MSI-A04,167002 101 4696 02,BUEN ESTADO,1,NULL
215,IoT,FabLab,IOT-48,Telon de proyeccion para Videobeam,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
216,IoT,FabLab,IOT-49,Videobeam  EPSON POWERLITE L400U BLANCO,NULL,NULL,NULL,0,Sin rotulo de inventario
217,IoT,FabLab,IOT-50,Voltimetro  39 CT,NULL,NULL,NULL,0,Sin rotulo de inventario
218,IoT,FabLab,IOT-51,Silla metalica Gris IOT-01,NULL,NULL,MAL ESTADO,1,COJIN SAFADO, SIN NUM INV.
219,IoT,FabLab,IOT-52,Silla metalica Gris IOT-02,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
220,IoT,FabLab,IOT-53,Silla metalica Gris IOT-03,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
221,IoT,FabLab,IOT-54,Silla metalica Gris IOT-04,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
222,IoT,FabLab,IOT-55,Silla metalica Gris IOT-05,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
223,IoT,FabLab,IOT-56,Silla metalica Gris IOT-06,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
224,IoT,FabLab,IOT-57,Silla metalica Gris IOT-07,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
225,IoT,FabLab,IOT-58,Silla metalica Gris IOT-08,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
226,IoT,FabLab,IOT-59,Silla metalica Gris IOT-09,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
227,IoT,FabLab,IOT-60,Silla metalica Gris IOT-10,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
228,IoT,FabLab,IOT-61,Silla metalica Gris IOT-11,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
229,IoT,FabLab,IOT-62,Silla metalica Gris IOT-12,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
230,IoT,FabLab,IOT-63,Silla metalica Gris IOT-13,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
231,IoT,FabLab,IOT-64,Silla metalica Gris IOT-14,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
232,IoT,FabLab,IOT-65,Silla metalica Gris IOT-15,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
233,IoT,FabLab,IOT-66,Silla metalica Gris IOT-16,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
234,IoT,FabLab,IOT-67,Silla metalica Gris IOT-17,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
235,IoT,FabLab,IOT-68,Silla madera marron IOT-01,NULL,166501   144   617,BUEN ESTADO,1,NULL
236,IoT,FabLab,IOT-69,Silla madera marron IOT-02,NULL,166501   144   625,BUEN ESTADO,1,NULL
237,IoT,FabLab,IOT-70,Silla madera marron IOT-03,NULL,166501   144  629,BUEN ESTADO,1,NULL
238,IoT,FabLab,IOT-71,Silla madera marron IOT-04,NULL,166501   144  618,BUEN ESTADO,1,NULL
239,IoT,FabLab,IOT-72,Silla madera marron IOT-05,NULL,166501   144  612,BUEN ESTADO,1,NULL
240,IoT,FabLab,IOT-73,Silla madera marron IOT-06,NULL,166501   144  615,BUEN ESTADO,1,NULL
241,IoT,FabLab,IOT-74,Silla madera marron IOT-07,NULL,166501   144  621,BUEN ESTADO,1,NULL
242,IoT,FabLab,IOT-75,Silla madera marron IOT-08,NULL,166501   144  623,BUEN ESTADO,1,NULL
243,IoT,FabLab,IOT-76,Silla madera marron IOT-09,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
244,IoT,FabLab,IOT-77,Silla madera marron IOT-10,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
245,IoT,FabLab,IOT-78,Silla madera marron IOT-11,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
246,IoT,FabLab,IOT-79,Silla madera marron IOT-12,NULL,NULL,BUEN ESTADO,NULL,Sin rotulo inventario
247,IoT,FabLab,IOT-79,Mesa de trabajo 1.50x2.40 M-01,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
248,IoT,FabLab,IOT-80,Mesa de trabajo 1.50x2.40 M-02,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
249,IoT,FabLab,IOT-81,Mesa de trabajo 1.50x2.40 M-03,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
250,IoT,FabLab,IOT-82,Mesa de trabajo 1.50x2.40 M-04,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
251,IoT,FabLab,IOT-83,Mesa escritorio 1.20x0.60,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
252,IoT,FabLab,IOT-84,Pizarra digital tomi,10959,NULL,BUEN ESTADO,1,Sin rotulo inventario
253,IoT,FabLab,IOT-85,Destornillador de precision amarillo,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
254,IoT,FabLab,IOT-86,Camara de seguridad HIKVISION H1,E94671697,167001  209  142,BUEN ESTADO,1,NULL
255,IoT,FabLab,IOT-87,Camara de seguridad HIKVISION H2,E94672346,167001  209  144,BUEN ESTADO,1,NULL
535,Recepcion,FabLab,REC-06,CABLE DE BLANCO DE IPAD,NULL,NULL,NULL,1,NULL
536,Recepcion,FabLab,REC-07,CABLE NEGRO DE IMPRESORA,NULL,NULL,NULL,1,NULL
537,Recepcion,FabLab,REC-08,CABLE NEGRO USB MACHO Y HEMBRA O UNA EXTENCION,NULL,NULL,NULL,1,NULL
538,Recepcion,FabLab,REC-09,CARGADOR DE COMPUTADOR COLOR NEGRO,NULL,NULL,NULL,1,NULL
539,Recepcion,FabLab,REC-10,CHAQUETA DE BRIGADISTA ROJA Y AZUL,NULL,NULL,NULL,2,NULL
540,Recepcion,FabLab,REC-11,CINTA TESA,NULL,NULL,NULL,1,NULL
541,Recepcion,FabLab,REC-12,DIVISION METALICA DE VIDRIO DE 2MX 2,70X2,10 DE FONDO,NULL,NULL,NULL,1,NULL
542,Recepcion,FabLab,REC-13,EXTENSION USB 2.0 HDMI,NULL,NULL,NULL,1,NULL
543,Recepcion,FabLab,REC-14,NOTAS ADHESIVAS,NULL,NULL,NULL,1,NULL
544,Recepcion,FabLab,REC-15,PAPELERIA (RESMAS DE PAPEL, AZ, ETC.),NULL,NULL,NULL,1,NULL
545,Recepcion,FabLab,REC-16,PAPELERIA CUADERNO Y,NULL,NULL,NULL,1,NULL
546,Recepcion,FabLab,REC-17,PORTATIL COLOR NEGRO COMPUMAX DE COMPUTADORES PARA EDUCAR SIN 2 TECLAS,NULL,NULL,NULL,1,NULL
547,Recepcion,FabLab,REC-18,Aire tipo casette r-01,9M1M009Q  912TAULH3502,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
548,Recepcion,FabLab,REC-19,Aire tipo casette r-02,9J1M00HWE  909TACXAT707,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
549,Recepcion,FabLab,REC-20,TV  SAMSUNG  55",09NZ3CAR204064B,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
550,Recepcion,FabLab,REC-21,Monitor Dell P2919H,TAG 78QN  993,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
551,Recepcion,FabLab,REC-22,CPU Service TAG,F3LWRB3,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
552,Recepcion,FabLab,REC-23,Teclado DELL KB216T,SN OF 2JV2 LO300,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
553,Recepcion,FabLab,REC-24,Mouse DELL MS116 NEGRO,CN 0DMV3P  CH400  0CH  0D3F A01,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
554,Recepcion,FabLab,REC-25,Silla giratoria negra,NULL,166501  361  015  00,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
555,Recepcion,FabLab,REC-26,Impresora HP LaserJet Pro M203dw BLANCA,VNB5J13097,167002  102  901  00,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
556,Recepcion,FabLab,REC-27,Extintor rojo R-01,FU11AC-01/2022,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
557,Recepcion,FabLab,REC-28,Extintor rojo R-02,H1150 BFR V3 45L 10/23005 45,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
558,Recepcion,FabLab,REC-29,Control tv Samsung Negro R-01,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
559,Recepcion,FabLab,REC-30,Control tv Samsung Negro R-02,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
560,Recepcion,FabLab,REC-31,Control tv Samsung Negro R-03,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
561,Recepcion,FabLab,REC-32,Control Aire LG R-01,AKB74075602,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
562,Recepcion,FabLab,REC-33,Control Aire LG R-02,AKB73455711,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
563,Recepcion,FabLab,REC-34,Control Aire LG R-03,AKB73455711,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
564,Recepcion,FabLab,REC-35,Control Aire LG R-04,AKB73455711,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
565,Recepcion,FabLab,REC-36,Control Aire LG R-05,AKB73455711,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
566,Recepcion,FabLab,REC-37,Adaptador corriente USB,E222768,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
567,Recepcion,FabLab,REC-38,Control proyector enrollable epson PE-01,CR2450 31VDC,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
568,Recepcion,FabLab,REC-39,Control proyector enrollable epson PE-02,CR2450 301V,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
569,Recepcion,FabLab,REC-40,Bisturi verde,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
570,Recepcion,FabLab,REC-41,Borrador tablero,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
571,Recepcion,FabLab,REC-42,Control gamepad VR10 NEGRO,232425215,315 004  01,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
572,Recepcion,FabLab,REC-43,Binoculares azules,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
573,Recepcion,FabLab,REC-44,Cable negro HDMI,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
574,Recepcion,FabLab,REC-45,Perforadora marca triton,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
575,Recepcion,FabLab,REC-46,Grapadora  rapid,24/6&26/6,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
576,Recepcion,FabLab,REC-47,Gavinete aereo GV-01,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
577,Recepcion,FabLab,REC-48,Gavinete aereo GV-02,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
578,Recepcion,FabLab,REC-49,Monitor DELL Service TAG,2KY6993,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
579,Recepcion,FabLab,REC-50,CPU Service TAG,H2LWRB3,167002 101 4675 00,BUEN ESTADO,1,NULL
580,Recepcion,FabLab,REC-51,Mouse DELL MS116 NEGRO,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
581,Recepcion,FabLab,REC-52,Teclado DELL KB216T,CN-OF2JV2-LO30,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
582,Recepcion,FabLab,REC-53,Impresora EPSON L5590,NCH 3107 OF2008,167002 102 1008 00,BUEN ESTADO,1,NULL
583,Recepcion,FabLab,REC-54,Silla giratoria negra,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
584,Recepcion,FabLab,REC-55,Puesto de trabajo con archivo 3 gavetas 01,NULL,NULL,NULL,1,NULL
585,Recepcion,FabLab,REC-56,Puesto de trabajo con archivo 3 gavetas 02,NULL,NULL,NULL,1,NULL
586,Recepcion,FabLab,REC-57,Tijeras gris,NULL,NULL,NULL,2,NULL
587,Recepcion,FabLab,REC-58,Tijeras negra,NULL,NULL,NULL,1,NULL
588,Recepcion,FabLab,REC-59,Tijera amarilla,NULL,NULL,NULL,1,NULL
589,Recepcion,FabLab,REC-60,Figuras impresiones 3D,NULL,NULL,NULL,NULL,NULL
590,Recepcion,FabLab,REC-61,Silla fija negra 01,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARO
591,Recepcion,FabLab,REC-62,Silla fija negra 02,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARO
592,Recepcion,FabLab,REC-63,Termo cafe imusa rosado,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARO
593,Recepcion,FabLab,REC-64,Termo cafe imusa verde,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARO
594,Recepcion,FabLab,REC-65,Control aire acondicionado LG,AKB74075607,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARO
595,Recepcion,FabLab,REC-66,Camara de seguridad HIKVISION H1,E94671899,167001  209  141,BUEN ESTADO,1,SIN ROTULO DE INVENTARO
596,Recepcion,FabLab,REC-67,Camara de seguridad HIKVISION H2,E94672037,167001  209  131,BUEN ESTADO,1,SIN ROTULO DE INVENTARO
597,Recepcion,FabLab,REC-68,Camara de seguridad HIKVISION H3,E94671708,167001  209  135,BUEN ESTADO,1,NULL
598,Recepcion,FabLab,REC-69,Camara de seguridad HIKVISION H4,E94671698,167001  209  136,BUEN ESTADO,1,NULL
599,Recepcion,FabLab,REC-70,Camara de seguridad HIKVISION H5,E94671587,167001 209  140,BUEN ESTADO,1,NULL
600,Recepcion,FabLab,REC-71,Camara de seguridad HIKVISION H6 AULA 1,E94671638,167001  209  139,BUEN ESTADO,1,NULL
601,Recepcion,FabLab,REC-72,Camara de seguridad HIKVISION H7 AULA 2,E94671719,167001  209  132,BUEN ESTADO,1,NULL
256,RV y Drones,FabLab,RV-D1,Silla negra perforada RV-1,NULL,166,501,142,099,BUEN ESTADO,1,NULL
257,RV y Drones,FabLab,RV-D2,Silla negra perforada RV-2,NULL,166,501,131,279,BUEN ESTADO,1,NULL
258,RV y Drones,FabLab,RV-D3,Silla negra perforada RV-3,NULL,166,501,131,283,BUEN ESTADO,1,NULL
259,RV y Drones,FabLab,RV-D4,Silla negra perforada RV-4,NULL,166,501,131,274,BUEN ESTADO,1,NULL
260,RV y Drones,FabLab,RV-D5,Silla negra perforada RV-5,NULL,166,501,131,273,BUEN ESTADO,1,NULL
261,RV y Drones,FabLab,RV-D6,Silla negra perforada RV-6,NULL,166,501,142,111,000,BUEN ESTADO,1,NULL
262,RV y Drones,FabLab,RV-D7,Silla negra perforada RV-7,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
263,RV y Drones,FabLab,RV-D8,Silla negra perforada RV-8,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
264,RV y Drones,FabLab,RV-D9,Silla gris espuma  RV-1,NULL,166501 141 851 03-9,BUEN ESTADO,1,NULL
265,RV y Drones,FabLab,RV-D10,Silla gris espuma  RV-2,NULL,166501 141 851 03-2,BUEN ESTADO,1,NULL
266,RV y Drones,FabLab,RV-D11,Silla gris espuma  RV-3,NULL,166501 141 851 51,BUEN ESTADO,1,NULL
267,RV y Drones,FabLab,RV-D12,Silla en madera negra RV-1,NULL,166,501,143,255,MAL ESTADO,1,Sin rotulo inventario
268,RV y Drones,FabLab,RV-D13,Silla en madera negra RV-2,NULL,166,501,143,265,BUEN ESTADO,1,NULL
269,RV y Drones,FabLab,RV-D14,Silla en madera negra RV-3,NULL,166,501,143,248,BUEN ESTADO,1,NULL
270,RV y Drones,FabLab,RV-D15,Silla en madera negra RV-4,NULL,166,501,143,192,BUEN ESTADO,1,NULL
271,RV y Drones,FabLab,RV-D16,Silla en madera negra RV-5,NULL,166,501,143,251,BUEN ESTADO,1,NULL
272,RV y Drones,FabLab,RV-D17,Silla en madera negra RV-6,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
273,RV y Drones,FabLab,RV-D18,Silla marron en espuma RV-1,NULL,166501 140 166 00,MAL ESTADO,1,Sin rotulo inventario
274,RV y Drones,FabLab,RV-D19,Silla marron en espuma RV-2,NULL,NULL,MAL ESTADO,1,Espaldar daÃ±ado
275,RV y Drones,FabLab,RV-D20,Silla marron en espuma RV-3,NULL,166501 140 167 00,BUEN ESTADO,1,NULL
276,RV y Drones,FabLab,RV-D21,Silla marron en espuma RV-4,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
277,RV y Drones,FabLab,RV-D22,Silla marron en espuma RV-5,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
278,RV y Drones,FabLab,RV-D23,Silla marron en espuma RV-6,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
279,RV y Drones,FabLab,RV-D24,Silla negra sin cojineria RV-1,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
280,RV y Drones,FabLab,RV-D25,Silla negra sin cojineria RV-2,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
281,RV y Drones,FabLab,RV-D26,Silla negra sin cojineria RV-3,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
282,RV y Drones,FabLab,RV-D27,Silla negra con cojineria RV-1,NULL,166501 142 1099 00,BUEN ESTADO,1,Sin rotulo inventario
283,RV y Drones,FabLab,RV-D28,Silla negra con cojineria RV-2,NULL,NULL,BUEN ESTADO,1,Sin rotulo inventario
284,RV y Drones,FabLab,RV-D29,Estante de drones 1,75 X 2.40,NULL,NULL,NULL,1,NULL
285,RV y Drones,FabLab,RV-D30,Monitor DELL P2419H,HKNN993,NULL,NULL,1,Sin rotulo de inventario
286,RV y Drones,FabLab,RV-D31,Teclado DELL KB216T,11F-0PGI-A04,167002  101  4675  02,Buen estado,1,NULL
287,RV y Drones,FabLab,RV-D32,Mouse DELL MS116 negro,CN-0DMV3P-CH400-0CH-0D48-A01,NULL,Buen estado,1,Sin rotulo de inventario
288,RV y Drones,FabLab,RV-D33,CPU Dell precision power,5MK7DN2,NULL,Buen estado,1,Sin rotulo de inventario
289,RV y Drones,FabLab,RV-D34,Aire tipo casette,9M1M009Q 912TAN3H3803,NULL,Buen estado,1,Sin rotulo de inventario
290,RV y Drones,FabLab,RV-D35,Tableros blancos 2,39x1.19,NULL,NULL,Buen estado,2,Sin rotulo de inventario
291,RV y Drones,FabLab,RV-D36,Telon de proyecciÃ³n para Videobeam,NULL,NULL,Buen estado,1,Sin rotulo de inventario
292,RV y Drones,FabLab,RV-D37,Videobeam EPSON,NULL,167001  162  556  00,Buen estado,1,NULL
293,RV y Drones,FabLab,RV-D38,Mesa equipo de computaciÃ³n 1.20mt x0.60mt,NULL,NULL,Buen estado,1,Sin rotulo de inventario
294,RV y Drones,FabLab,RV-D39,Mesa 1.20mt x1.20mt,NULL,NULL,Buen estado,1,Sin rotulo de inventario
295,RV y Drones,FabLab,RV-D40,Mesa 1.35mts x 1mt,NULL,NULL,Buen estado,2,Sin rotulo de inventario
296,RV y Drones,FabLab,RV-D41,Mesa 1.66 x1mt,NULL,NULL,Buen estado,1,Sin rotulo de inventario
297,RV y Drones,FabLab,RV-D42,Estante gris 6 niveles,NULL,NULL,Buen estado,1,Sin rotulo de inventario
298,RV y Drones,FabLab,RV-D43,Closet madera 2mt x 1mt,NULL,NULL,Buen estado,1,Sin rotulo de inventario
299,RV y Drones,FabLab,RV-D44,Estante de drones 1,75 X 2.40,NULL,NULL,Buen estado,1,Sin rotulo de inventario
300,RV y Drones,FabLab,RV-D45,Gafa de realidad virtual BOBOVR,NULL,167002  315  004  00,Buen estado,1,NULL
301,RV y Drones,FabLab,RV-D46,Bateria Dron Blanco Phantom  1,0DQAHBT03301JA,167002  226  004  02,Buen estado,1,NULL
302,RV y Drones,FabLab,RV-D47,Bateria Dron Blanco Phantom  2,0DQAH7R03201V2,167002  226  004  04,Buen estado,1,NULL
303,RV y Drones,FabLab,RV-D48,Bateria Dron Blanco Phantom  3,0DQAH7M03201UU,NULL,Buen estado,1,Sin rotulo de inventario
304,RV y Drones,FabLab,RV-D49,Bateria Dron Blanco Phantom  4,0DQAHBT033301HD,NULL,Buen estado,1,Sin rotulo de inventario
305,RV y Drones,FabLab,RV-D50,Bateria DJI Negra 1,0DNAH7183101X0,167002  226  003  03,Buen estado,1,Sin rotulo de inventario
306,RV y Drones,FabLab,RV-D51,Bateria DJI Negra 2,0DNAH3T8310B6W,NULL,Buen estado,1,Sin rotulo de inventario
307,RV y Drones,FabLab,RV-D52,Bateria DJI Negra 3,0DNAH3T8310B6L,NULL,Buen estado,1,Sin rotulo de inventario
308,RV y Drones,FabLab,RV-D53,Control de Dron blanca DJI,0YUSH5LRC505K4,167002  226  003  01,Buen estado,1,Sin rotulo de inventario
309,RV y Drones,FabLab,RV-D54,Dron blanco Phanton,S/N 0V2SH7RRA30192,167002  226  003  00,Buen estado,1,Sin rotulo de inventario
310,RV y Drones,FabLab,RV-D55,Control de dron negro Mavic 2,,,167002  226  005  01,Buen estado,1,Sin rotulo de inventario
311,RV y Drones,FabLab,RV-D56,Dron Mavic 2,S/N 298CH4FR04A43F,167002  226  005  00,Buen estado,1,Sin rotulo de inventario
312,RV y Drones,FabLab,RV-D57,Bateria DJI gris dron mavic 2  DJI 1,0P2AH8F53401WY,167002  226  005  03,Buen estado,1,NULL
313,RV y Drones,FabLab,RV-D58,Bateria DJI gris dron mavic 2  DJI 2,161AH463602GT,NULL,Buen estado,1,Sin rotulo de inventario
314,RV y Drones,FabLab,RV-D59,Cargador Dron DJI Negro,13XQGCH1230P6Q,167002  226  005  02,Buen estado,1,Sin rotulo de inventario
315,RV y Drones,FabLab,RV-D60,Luz estroboscopica M2E Beacon,1D6DH42R0C774L,NULL,Buen estado,1,Sin rotulo de inventario
316,RV y Drones,FabLab,RV-D61,Foco doble LED M2E Sporlight,1D5DH3U01BZFQF,NULL,Buen estado,1,Sin rotulo de inventario
317,RV y Drones,FabLab,RV-D62,Altavoz megafono M2E Speaker,1D7DH4901AN061,NULL,Buen estado,1,Sin rotulo de inventario
318,RV y Drones,FabLab,RV-D63,Cargador DJI Negro pequeÃ±o,NULL,NULL,Buen estado,1,Sin rotulo de inventario
319,RV y Drones,FabLab,RV-D64,Dron DJI Ultra light gris,NULL,167002  226  024  00,Buen estado,1,Sin rotulo de inventario
320,RV y Drones,FabLab,RV-D65,Control dron DJI Ultra ligh gris,5HAZL9R004LMLR,NULL,Buen estado,1,Sin rotulo de inventario
